query,answer
"Участники закупки ЗК признали только 1 (одного) ценового предложения соответствующим требованиям извещения, документации о закупке (подп. 11.8.1(в) Положения) о признании только одного ценового предложения требованиям документации. Эксперты считают, что закупка ЗК может быть проведена в электронной форме.","по результатам рассмотрения при проведении конкурса в электронной форме, запроса предложений в электронной форме, участниками которых могут быть только субъекты МСП, ценовых предложений участников закупки ЗК принято решение о признании только 1 (одного) ценового предложения соответствующим требованиям извещения, документации о закупке (подп. 11.8.1(в) Положения);"
"При проведении электронного аукциона в электронной форме, участниками которого могут быть только субъекты МСП, имеются обстоятельства, предусмотренные п. 12.11.22 Положения. Эксперты считают, что участники электронной аукционной форме не имеют обстоятельств.","при проведении аукциона в электронной форме, участниками которого могут быть только субъекты МСП, имеются обстоятельства, предусмотренные п. 12.11.22 Положения."
"Последствия признания процедуры закупки несостоявшейся установлены в подразделе 11.8 Положения. Последствия принятия процедур закупки нестоявшейся устанавливаются в подразделе 118 Положения, а последствия признания закупки не состоявшейся установлены в подразделе 12.8 Положения: Последствия признания процедуры закупок несостоявшимся установлены.",Последствия признания процедуры закупки несостоявшейся установлены в подразделе 11.8 Положения.
"При проведении конкурентных закупок, участниками которых могут быть субъекты МСП, в документации о закупке заказчик устанавливает обязанность представления следующих документов и документов, а также обязанность представлять документы и документы.","При проведении конкурентных закупок, участниками которых могут быть только субъекты МСП, в документации о закупке заказчик устанавливает обязанность представления следующих информации и документов:"
"Адрес юридического лица, адрес, учредительный документ, если участником закупки является юридическое лицо, если закупка является юридическим лицом. Если юридическое лицо является закупщиком, его наименование, фирменное наименование (при наличии), адрес и адрес учредительного документа, если покупателем является юр. лицо.","наименование, фирменное наименование (при наличии), адрес юридического лица в пределах места нахождения юридического лица, учредительный документ, если участником закупки является юридическое лицо;"
"Индивидуальный предприниматель, индивидуальный предприниматель, если закупка является индивидуальным предпринимателем, может быть осуществлена в качестве индивидуального предпринимателя, если участником закупки является физическое лицо, зарегистрированное в качестве индивидуального предпринимателя.","фамилия, имя, отчество (при наличии), паспортные данные, адрес места жительства физического лица, зарегистрированного в качестве индивидуального предпринимателя, если участником закупки является индивидуальный предприниматель;"
"ИНН участника закупки или аналог ИНН иностранного государства аналог ИНН (для иностранного лица), аналоги которого иностранному государству аналогичны аналогинным ИНН для иностранных лиц. Для иностранных граждан аналог ИНН — аналог аналога ИНН.",ИНН участника закупки или в соответствии с законодательством соответствующего иностранного государства аналог ИНН (для иностранного лица);
"ИНН (при наличии) учредителей, членов коллегиального исполнительного органа юридического лица, лица, исполняющих функции единоличных исполнительных органов, если участником закупки является юридическое лицо, или аналог ИНН таких лиц, если закупка является юридическим лицом или аналогом ИНН аналога таких лиц.","ИНН (при наличии) учредителей, членов коллегиального исполнительного органа, лица, исполняющего функции единоличного исполнительного органа юридического лица, если участником закупки является юридическое лицо, или в соответствии с законодательством соответствующего иностранного государства аналог ИНН таких лиц;"
"Участники закупки и участники закупки могут получить только копия документа, подтверждающего полномочия лица действовать от имени участника закупки. За исключением случаев подписания заявки: копия документа, подтверждающего правообладания лица действовать и от имени участника закупки, подтверждающая полномочия лиц действовать.","копия документа, подтверждающего полномочия лица действовать от имени участника закупки, за исключением случаев подписания заявки:"
"Индивидуальным предпринимателем, если участником закупки является индивидуальный предприниматель, если закупка является индивидуальным предпринимателем или индивидуальным предпринимателем. Если закупку является участником закупки, участник закупки может оказаться индивидуальный предприниматель.","индивидуальным предпринимателем, если участником закупки является индивидуальный предприниматель;"
"Единый государственный реестр юридических лиц в качестве лица, имеющего право без доверенности действовать от имени юридического лица, если участником закупки является юридическое лицо, если закупка является юридическим лицом, если покупатель является юрлицом, имеющим право действовать без доверенности.","лицом, указанным в едином государственном реестре юридических лиц в качестве лица, имеющего право без доверенности действовать от имени юридического лица, если участником закупки является юридическое лицо;"
"Участники закупки могут получить копии документов, подтверждающих соответствие участника закупки требованиям, установленным в соответствии с законодательством к лицам, осуществляющим поставку товара, выполнение работы, оказание услуги, являющихся предметом закупки.","копии документов, подтверждающих соответствие участника закупки требованиям, установленным в соответствии с законодательством к лицам, осуществляющим поставку товара, выполнение работы, оказание услуги, являющихся предметом закупки, за исключением случая, предусмотренного подп.12.12(9)(е) Положения;"
"Сделка крупной сделки является крупной сделкой, если требование о наличии указанного решения установлено законодательством и для участника закупки заключение по результатам такой закупки договора либо предоставление обеспечения заявок на участие в такой закупке является крупной сделкой.","копия решения о согласии на совершение крупной сделки или о последующем одобрении этой сделки, если требование о наличии указанного решения установлено законодательством и для участника закупки заключение по результатам такой закупки договора либо предоставление обеспечения заявки на участие в такой закупке (если требование об обеспечении заявок установлено заказчиком в извещении, документации о закупке), обеспечения исполнения договора (если требование об обеспечении исполнения договора установлено заказчиком в извещении, документации о закупке) является крупной сделкой;"
"Информация и документы об обеспечении заявки на участие в закупке, если соответствующее требование предусмотрено извещением, документацией о закупке и документацией об обеспечении ее заявки. Документы о заявке и заявке на участие и требования к документам об обеспечении участия в закупке не предусмотрены.","информация и документы об обеспечении заявки на участие в закупке, если соответствующее требование предусмотрено извещением, документацией о закупке:"
"Участники закупки, если обеспечение заявки на участие в закупке предоставляется участником закупки путем внесения денежных средств, предоставляются реквизиты специального банковского счета участника закупки и реквизиты банка участника.","реквизиты специального банковского счета участника закупки, если обеспечение заявки на участие в закупке предоставляется участником закупки путем внесения денежных средств;"
"Если участником закупки предоставляется независимая гарантия или ее копия, если в качестве обеспечения заявки на участие в закупке участником закупочной закупки предоставляются независимые гарантии или ее копии, если закупка была обеспечена независимой гарантией.","независимая  гарантия или ее копия, если в качестве обеспечения заявки на участие в закупке участником закупки предоставляется независимая гарантия;"
"На дату подачи заявки заявки будет сформирована декларация, подтверждающая на дату ее подачи декларация и подтверждающая дату передачи заявки. Дата подачи заявок: дата подачи декларации: декларация была подтверждена на дату подачи заявки, подтверждающая даты подачи заявку.","декларация, подтверждающая на дату подачи заявки:"
Отсутствие решения арбитражного суда о признании участника закупки – юридического лица или индивидуального предпринимателя несостоятельным (банкротом) и отсутствие решение арбитражных судов об признании несостоятельными банкротом или банкротом и неведение ликвидации участника розничной торговой компании банкротом.,непроведение ликвидации участника закупки – юридического лица и отсутствие решения арбитражного суда о признании участника закупки – юридического лица или индивидуального предпринимателя несостоятельным (банкротом);
"Приостановление деятельности участника закупки в порядке, установленном Кодексом Российской Федерации об административных правонарушениях, а также неприостановление деятельности участника закупки на основании Кодекса РФ об административном правонарушении.","неприостановление деятельности участника закупки в порядке, установленном Кодексом Российской Федерации об административных правонарушениях;"
"Участник закупки считается соответствующим установленному требованию в случае, если у него нет недоимки по налогам, сборам, задолженности по иным обязательным платежам в бюджеты бюджетной системы Российской Федерации за прошедший календарный год, размер которого превышает 25 (двадцать пять) процентов балансовой стоимости активов участника закупки.","отсутствие у участника закупки недоимки по налогам, сборам, задолженности по иным обязательным платежам в бюджеты бюджетной системы Российской Федерации (за исключением сумм, на которые предоставлены отсрочка, рассрочка, инвестиционный налоговый кредит в соответствии с законодательством Российской Федерации о налогах и сборах, которые реструктурированы в соответствии с законодательством Российской Федерации, по которым имеется вступившее в законную силу решение суда о признании обязанности заявителя по уплате этих сумм исполненной или которые признаны безнадежными к взысканию в соответствии с законодательством Российской Федерации о налогах и сборах) за прошедший календарный год, размер которых превышает 25 (двадцать пять) процентов балансовой стоимости активов участника закупки, по данным бухгалтерской (финансовой) отчетности за последний отчетный период. Участник закупки считается соответствующим установленному требованию в случае, если им в установленном порядке подано заявление об обжаловании указанных недоимки, задолженности и решение по данному заявлению на дату рассмотрения заявки на участие в закупке не принято;"
"У участника закупки непогашенная или неснятая судимость за преступления в сфере экономики и (или) преступления, предусмотренные статьями 289, 290, 291, 291.1 Уголовного кодекса Российской Федерации, а также неприменение в отношении указанных физических лиц административного наказания в виде дисквалификации и дисквалификации.","отсутствие у участника закупки – физического лица, зарегистрированного в качестве индивидуального предпринимателя, либо у лица, имеющего право без доверенности действовать от имени юридического лица, членов коллегиального исполнительного органа, лица, исполняющего функции единоличного исполнительного органа, или главного бухгалтера юридического лица - участника закупки непогашенной или неснятой судимости за преступления в сфере экономики и (или) преступления, предусмотренные статьями 289, 290, 291, 291.1 Уголовного кодекса Российской Федерации, а также неприменение в отношении указанных физических лиц наказания в виде лишения права занимать определенные должности или заниматься определенной деятельностью, которые связаны с поставкой товара, выполнением работы, оказанием услуги, являющихся предметом осуществляемой закупки, и административного наказания в виде дисквалификации;"
"Отсутствие фактов привлечения в течение двух лет до момента подачи заявки на участие в закупке участника закупки - юридического лица к административной ответственности за совершение административного правонарушения, предусмотренного статьей 19.28 Кодекса Российской Федерации об административных правонарушениях.","отсутствие фактов привлечения в течение двух лет до момента подачи заявки на участие в закупке участника закупки - юридического лица к административной ответственности за совершение административного правонарушения, предусмотренного статьей 19.28 Кодекса Российской Федерации об административных правонарушениях;"
"Информация и документы о закупке, подтверждающие соответствие участника закупки, содержатся в открытых и общедоступных государственных реестрах, размещенных в информационно-телекоммуникационной сети «Интернет» (с указанием адреса сайта или страницы сайта, на котором размещены эти документы, подтверждающие такое соответствие), содержатся в госреестрах и размещенные в интернете.","соответствие участника закупки указанным в документации о закупке требованиям законодательства к лицам, осуществляющим поставку товара, выполнение работы, оказание услуги, являющихся предметом закупки, если в соответствии с законодательством информация и документы, подтверждающие такое соответствие, содержатся в открытых и общедоступных государственных реестрах, размещенных в информационно-телекоммуникационной сети «Интернет» (с указанием адреса сайта или страницы сайта в информационно-телекоммуникационной сети «Интернет», на которых размещены эти информация и документы);"
"Участник закупки исключительными правами на результаты интеллектуальной деятельности, если в связи с исполнением договора заказчик приобретает права на такие результаты. Если заказчик приобретет права на такой результаты, то заказчик может приобретать права на интеллектуальную деятельность.","обладание участником закупки исключительными правами на результаты интеллектуальной деятельности, если в связи с исполнением договора заказчик приобретает права на такие результаты;"
"Обладание участником закупки правами использования результата интеллектуальной деятельности в случае использования такого результата при исполнении договора, а также обладание такими правами при исполнении контракта.",обладание участником закупки правами использования результата интеллектуальной деятельности в случае использования такого результата при исполнении договора;
Предложенное предложение закупки в отношении предмета закупки — предмет закупки и предмет закупки. Предмет закупки — предложение о закупке.,предложение участника закупки в отношении предмета закупки;
"Документы, подтверждающие соответствие товара, работы или услуги, являющихся предметом закупки, не допускаются требовать представления документов, подтверждающих соответствие данному товару, работе или услуге требованиям, установленным в соответствии с законодательством. При этом не допускается требовать представление указанных документов, если они передаются вместе с товаром.","копии документов, подтверждающих соответствие товара, работы или услуги, являющихся предметом закупки, требованиям, установленным в соответствии с законодательством, в случае, если требования к данным товару, работе или услуге установлены в соответствии с законодательством и перечень таких документов предусмотрен документацией о закупке. При этом не допускается требовать представление указанных документов, если в соответствии с законодательством они передаются вместе с товаром;"
"Наименование страны происхождения поставляемого товара — документ, подтверждающий страну происхождения товара, предусмотренный актом Правительства Российской Федерации, принятым в соответствии с пунктом 1 части 8 статьи 3 Закона 223-ФЗ. Документ, подтверждающий государству происхождения российского товара, принятый при выполнении закупаемых работ, оказании закупаемых услуг.","наименование страны происхождения поставляемого товара (при осуществлении закупки товара, в том числе поставляемого заказчику при выполнении закупаемых работ, оказании закупаемых услуг), документ, подтверждающий страну происхождения товара, предусмотренный актом Правительства Российской Федерации, принятым в соответствии с пунктом 1 части 8 статьи 3 Закона 223-ФЗ;"
"Цена договора, единицы товара, работы, услуги, за исключением проведения электронного аукциона в электронной форме, может быть выше, чем предполагалось, и будет зависеть от стоимости договора. Эксперты считают, что цена договора может оказаться слишком низкой.","предложение о цене договора (цене лота, единицы товара, работы, услуги), за исключением проведения аукциона в электронной форме, участниками которого могут быть только субъекты МСП."
"При проведении конкурса в электронной форме и запроса предложений, участниками которого могут быть только субъекты МСП, в документации о закупке может быть установлено требование о предоставлении информации и документов для целей оценки и сопоставления заявок на участие в закупке по неценовым критериям оценки.","При проведении конкурса в электронной форме, участниками которого могут быть только субъекты МСП, и запроса предложений, участниками которого могут быть только субъекты МСП, в документации о закупке может быть установлено требование о предоставлении информации и документов для целей оценки и сопоставления заявок на участие в закупке по неценовым критериям оценки с учетом особенностей, установленных Положением."
"Декларация с использованием программно-аппаратных средств ЭТП. Декларация, предусмотренная подп. (8) Положения, представляется в составе заявки с использованием программы ЭТП. Документ представляет заявку с использованием ЭТП.","Декларация, предусмотренная подп. (9) Положения, представляется в составе заявки с использованием программно-аппаратных средств ЭТП."
"Непредоставление документов и документов, предусмотренных п. 12.12.40 Положения, не является основанием для отказа в допуске к участию в закупке. Эксперты считают, что отказ в участии в закупке является обоснованным.","Непредоставление информации и (или) документов, предусмотренных п. 12.12.40 Положения, не является основанием для отказа в допуске к участию в закупке."
"Требования к протоколам и разъяснениям протоколов. Требования к разъяснениям и протоколам протоколов, требования к протоколам.",Требования к протоколам и разъяснениям протоколов
В ходе проведения конкурентной процедуры закупки подлежит формированию протокол соответствующего этапа проведения закупки. В ходе конкуренной процедуры покупки подлежит составить протокол соответствующей процедуры проведения закупок.,В ходе проведения конкурентной процедуры закупки подлежит формированию протокол соответствующего этапа проведения закупки.
В протоколе проведения конкурентной закупки в протокол включаются следующие сведения (за исключением протокола проведения аукциона). В протокол включаются сведения о этапе проведения конкуренной закупки.,"Вне зависимости от способа конкурентной закупки, этапа проведения конкурентной закупки в протокол включаются следующие сведения (за исключением протокола проведения аукциона):"
"Название и наименование объекта, который является именно ее наименование, а также ее фамилия, наименование и фамилия.",наименование закупки;
"В ближайшие несколько дней может появиться возможность для того, чтобы выяснить, есть ли у кого-либо дополнительные возможности для лечения и лечения, а не только для детей, но и для тех, кто может быть застрахован от тяжелых заболеваний, а также для взрослых и детей.",номер закупки (при наличии);
Дата подписания протокола подписания протоколов и подписание протокола подписи протокола. дата подписания  протокола и дата подписание протоколов. Документ подписан протоколом и подписан протокол о подписании протокола.,дата подписания протокола;
"МЦ «МЦ» опубликовала сведения о том, что в МЦЦ опубликованы сведения об МКЦ, а также сведения об обнародовании новых сведений о МЦЦ. Сведения о НМЦ пока не раскрываются.",сведения об НМЦ;
"Сведения об объеме выпускаемой продукции, сроке исполнения договора и нарушение договора. Объемы и объемы выпускаемой и ранее исполняемых договоров.","сведения об объеме закупаемой продукции, сроке исполнения договора;"
"Наименование и сведения об адресе ЭТП в информационно-телекоммуникационной сети «Интернет», с использованием которой проводится закупка, а также сведения о адресе и адресе закупки. Адрес ЭТП и наименование адреса ЭТП, с которым проводятся закупки, и название и адрес ЭТП.","наименование и сведения об адресе ЭТП в информационно-телекоммуникационной сети «Интернет», с использованием которой проводится закупка;"
"Наименование ЗК и/или реквизиты документа, утвердившего ЗК, количество членов и количество присутствующих членов ЗК, наличие у ЗК кворума для принятия решений и наличие у Кворума кворума, а также реквизиты документов, утвердивших ЗК.","наименование ЗК и/или реквизиты документа, утвердившего ЗК, количество членов ЗК и количество присутствующих членов ЗК, наличие у ЗК кворума для принятия решений;"
"Объявлены результаты голосования членов ЗК, принявших участие в голосовании. Голосование членов зК, принимавших участие во голосовании, принимало участие члены ЗК.","результаты голосования членов ЗК, принявших участие в голосовании;"
"ЗК сочтет нужным указать иные сведения, которые ЗК окажет нужными указать, а также иные данные, которые сочтет необходимыми. ЗК считает необходимым указать сведения о новых сведениях и других сведения.","иные сведения, которые ЗК сочтет нужным указать."
"При формировании протокола рассмотрения заявок / рассмотрения первых частей заявок дополнительно к сведениям, указанным в п. 12.13.2 Положения, вносится следующая информация: Количество заявок и первые части заявок в протоколе рассмотрения дополнительно вносится дополнительно к следующей информации: Информация о рассмотрении заявок вносится к протоколу рассмотрения.","При формировании протокола рассмотрения заявок / рассмотрения первых частей заявок дополнительно к сведениям, указанным в п. 12.13.2 Положения, вносится следующая информация:"
"Дата и время проведения процедуры рассмотрения заявок / первых частей заявок; дата и время рассмотрения документов и первые части заявок; время и дата проведения процедур рассмотрения и первой части заявок и первых части заявок. дату и время процедуры рассматривания заявок, первые частя заявок, даты и время их рассмотрения.",дата и время проведения процедуры рассмотрения заявок / первых частей заявок;
"Количество заявок / первых частей заявок на участие в закупке (этапе закупки), дата и время регистрации каждой такой заявки и дата регистрации каждой заявки.","количество поданных заявок / первых частей заявок на участие в закупке (этапе закупки), а также дата и время регистрации каждой такой заявки;"
"участники процедуры закупки, заявки/первые части заявок, которые были рассмотрены участники рынка закупки, а также участники закупки.","сведения об идентификационных номерах участников процедуры закупки, заявки/первые части заявки которых были рассмотрены;"
"Количество заявок, которые были отклонены, а также количество заявок, не соответствующих требованиям извещения, документации о закупке, которым не соответствует заявка, и указание в отношении каждой заявки каждого участника процедуры закупки принятого решения о допуске к участию в закупке.","количество заявок, которые были отклонены; указание в отношении каждой заявки каждого участника процедуры закупки принятого решения о допуске к участию в закупке и о признании участником закупки либо об отказе в допуске с указанием положений извещения, документации о закупке, которым не соответствует заявка, а также положений заявки, не соответствующих требованиям извещения, документации о закупке;"
"Решение о проведении или не проведении переторжки (п. 8.5.6 Положения) будет принято в случае, когда проведение переторжки было предусмотрено документацией о закупке с учетом проводимого способа закупки.","решение о проведении или не проведении переторжки (п. 8.5.6 Положения) (в случаях, когда проведение переторжки было предусмотрено документацией о закупке с учетом проводимого способа закупки (п. 8.5.1, 8.5.2 Положения));"
"Признание процедуры закупки несостоявшейся с указанием основания (причины) такого признания, принятое ЗК в порядке п. 11.8.6, 11.8.7 Положения решение о закупке несостоявшимся, а также принятое решение.","сведения о признании процедуры закупки несостоявшейся с указанием основания (причины) такого признания, а также принятое ЗК в порядке п. 11.8.6, 11.8.7 Положения решение."
