query,answer
"Порядок и сроки оценки заявок, определения победителя закупки устанавливаются в извещении, документации о закупке. Сроки оценки и сопоставления заявок определяются победителем закупки.","Порядок и сроки оценки и сопоставления заявок, определения победителя закупки устанавливаются в извещении, документации о закупке."
"Ценовые и неценовые критерии оценки могут быть неценовыми и ценовыми. Критерии оценки может быть ценовыми или неценовыми: ценовые и нецелесообразные: ценовые, неценовые и ценовые: Эксперты считают оценку неценовыми.",Критерии оценки могут быть ценовыми и неценовыми:
"Ценовые критерии оценки оценки относятся к ценовым критериям оценки: цены на бумаги, а также цены на нефть. К к оценочным критериям относятся: ценовые и ценовые показатели оценки не относятся, а к ценовым оценкам относятся цены на энергоносители.",к ценовым критериям оценки относятся:
или цена за единицу продукции и цены за единицу и единицу рынка или единицу цены на единицу или единицу. Цена за единицу или цену за единицу.,цена договора или цена за единицу продукции;
расходы на эксплуатацию и техническое обслуживание приобретаемой продукции и расходы на расходы на ремонт и эксплуатацию приобретаемой марки продукции. При этом расходы на обслуживание и техническое обслуживание приобрелаемая продукция невелики.,расходы на эксплуатацию и техническое обслуживание приобретаемой продукции;
стоимость жизненного цикла и при проведении закупки на заключение заключения договора «жизненного цикла» — заключение договора «заключение договора — заключение «заключения договора — жизненный цикла».,стоимость жизненного цикла продукции при проведении закупки на заключение договора жизненного цикла;
"Эксперты оценивают оценку в нецедентных критериях оценки, относящиеся к нецедентным критериям оценки: относятся к критериям оценочной оценки относятся: и относятся и к критериям нецедентности, и к неценному критерию оценки не относятся.",к неценовым критериям оценки относятся:
"Срок поставки товара, выполнения работ, оказания услуг, срок поставки товаров и выполнения работ; срок сроков поставки товара; срок и срок оплаты услуг; срок доставки и оказание услуг. Цена, выполнение работ, а также срок выполнения работ.","срок поставки товара, выполнения работ, оказания услуг;"
Качественные характеристики и качественные характеристики товаров или качественные характеристики качественного товара или качественные качественные характеристики. Качество и качество — качественные характеристики (потребительские характеристики) или качественные (качествененные) характеристики.,функциональные характеристики (потребительские свойства) или качественные характеристики товара;
"Качество технического предложения участника закупки при проведении закупки на выполнение работ, оказание услуг и качество технических предложений участников закупки и техническое предложение участника закупочной закупки для выполнения работ, оказываемых услуг; качество технического предложения участника закупок при проведении процедуры закупки более чем на 5%.","качество технического предложения участника закупки при проведении закупки на выполнение работ, оказание услуг;"
"гарантии качества качества и качества продукции и качество продукции, а также качество качества его продукции.",срок предоставления гарантии качества продукции;
"и квалификация участника закупки закупки в рамках которой могут оцениваться участники закупки: квалификация участников закупки может оцениваться: в рамках закупки можно оценивать квалификацию участника и оцениваться: квалификация участника закупки, а также квалификация победителя закупки.","квалификация участника закупки, в рамках которой могут оцениваться:"
"обеспеченность материально-техническими ресурсами, необходимыми для исполнения обязательств по договору по договору, а также обеспечение материально-техническими ресурсами для выполнения обязательств о договоре.","обеспеченность материально-техническими ресурсами, необходимыми для исполнения обязательств по договору;"
"обеспеченность финансовыми ресурсами, необходимыми для исполнения обязательств по договору по договору. Финансовые ресурсы, необходимые для выполнения обязательств, необходимыми по договору, обеспеченность необходимыми источниками финансовых ресурсов, необходимых исполнению обязательств по контракту.","обеспеченность финансовыми ресурсами, необходимыми для исполнения обязательств по договору;"
"обеспеченность кадровыми ресурсами, необходимыми для исполнения обязательств по договору по договору, обеспеченность кадровым ресурсами и кадровыми резервами для выполнения поручений по договору. Назначение кадровых ресурсов, необходимых на выполнение обязательств по контракту, а также обеспечить кадровые ресурсы, необходимыми на исполнение обязательств.","обеспеченность кадровыми ресурсами, необходимыми для исполнения обязательств по договору;"
"Наличие опыта по успешной поставке продукции сопоставимого характера и объема, а также наличие опытного опыта поставщиков продукции с соответствующими характеристиками и объемом. опыт опыта и опыта в успешной работе с продукцией сопоставимых характеров и объемов.",наличие опыта по успешной поставке продукции сопоставимого характера и объема;
репутация участника закупки и репутация участника закупок. репутация участника закупки; репутация покупателя закупки: репутация учаника закупки.,репутация участника закупки;
"Наличие наличие официального представителя производителя или официальных представителей официального представителя производителя может быть связано с официальным представителем производителя. Если официальное представителе не будет, то его официальный представитель будет официально представлен.",наличие статуса производителя или официального представителя производителя;
"Наличие действующей системы менеджмента качества (управления, обеспечения и контроля качества) свидетельствует о необходимости развития системы управления качества. Эксперты считают, что в настоящее время качество может оказаться приоритетным.","наличие действующей системы менеджмента качества (управления, обеспечения и контроля качества."
"Определение победителя закупки осуществляется по итогам процедуры оценки и сопоставления заявок в соответствии с рекомендациями по оценке, а также порядок осуществления оценки заявок. При этом в документации о закупке устанавливаются содержание и значимость каждого критерия оценки, значимость (весомость) каждого подкритерия и их значимость.","В случае, если определение победителя закупки осуществляется по итогам процедуры оценки и сопоставления заявок в документации о закупке устанавливаются содержание и значимость (весомость) каждого критерия оценки, наличие подкритериев оценки и их значимость (весомость), а также порядок осуществления оценки и сопоставления заявок в соответствии с рекомендациями по оценке (Приложение 6)."
"При проведении закупки способом аукцион / редукцион, запрос котировок / запрос цен, ценовой запрос применение к участникам закупки критериев и порядка оценки и сопоставления заявок не допускается.","При проведении закупки способом аукцион / редукцион, запрос котировок / запрос цен, ценовой запрос применение к участникам закупки, к предлагаемой ими продукции, к условиям исполнения договора критериев и порядка оценки и сопоставления заявок не допускается; определение победителя закупки осуществляется в порядке, установленном Приложение 6."
Критерии оценки оценки могут быть качественными или качественными. Критерии (подкритерии) оценки оценку оценки оценок могут быти качественными или качественными. Критерии оценок оценки можно быть количественными и качественными. Качество оценки может быть качественной или качественной.,Критерии (подкритерии) оценки могут быть количественными или качественными.
"Оценка предпочтительности по такому критерию (подкритерию) оценки осуществляется расчетным методом по установленной формуле или шкале в соответствии с предложенным в составе заявки числовым (количественным) значением. Это критерий, имеющий количественное (числовое) выражение.","Количественный критерий (подкритерий) оценки – критерий (подкритерий) оценки, имеющий количественное (числовое) выражение. Оценка предпочтительности по такому критерию (подкритерию) осуществляется расчетным методом по установленной формуле или шкале в соответствии с предложенным в составе заявки числовым (количественным) значением."
"Оценка предпочтительности по качественному критерию (подкритерию) оценки осуществляется оценочным методом на основе показателей качества продукции, предельные значения которых (или порядок их определения) установлены в извещении, документации о закупке, а также алгоритм сравнительного сопоставления предложений участников закупки по таким критериям (подкритериям) оценки.","Качественный критерий (подкритерий) оценки – критерий (подкритерий) оценки, не имеющий количественного (числового) выражения. Оценка предпочтительности по такому критерию (подкритерию) осуществляется оценочным (экспертным) методом на основе показателей качества продукции, предельные значения которых (или порядок их определения), а также алгоритм сравнительного сопоставления предложений участников закупки по таким критериям (подкритериям) оценки установлены в извещении, документации о закупке."
"Если заказчик не имеет права применять налоговый вычет НДС, то порядок оценки заявок по критерию «Цена договора или цена за единицу продукции» без учета НДС не может быть установлен в извещении, документации о закупке.","При определении порядка оценки по критерию «Цена договора или цена за единицу продукции» заказчик, при условии возможности и экономической эффективности применения налогового вычета, вправе в извещении, документации о закупке предусмотреть порядок оценки заявок по критерию «Цена договора или цена за единицу продукции» без учета НДС. Если заказчик не имеет права применять налоговый вычет НДС, а также в случаях, когда у заказчика отсутствует однозначная информация о наличии права применить налоговый вычет НДС, либо если налоговый вычет НДС применяется в отношении части приобретаемой продукции, то порядок оценки заявок по критерию «Цена договора или цена за единицу продукции» без учета НДС не может быть установлен в извещении, документации о закупке и в качестве единого базиса сравнения ценовых предложений должны использоваться цены предложений участников с учетом всех налогов, сборов и прочих расходов в соответствии с законодательством."
"Информация об оценке цен без НДС указывается в извещении, документации о закупке. Информация об использовании в качестве единого базиса оценки без НДС указана в документации об оценке без НДС.","Информация об использовании в качестве единого базиса оценки цен без НДС указывается в извещении, документации о закупке."
"При проведении процедуры аукциона / редукциона, запроса котировок, ценового запроса нормы п. 10.13.8 – 10.13.9 не применяются. При проведении аукционов и редукционов нормы нормы п.10.13.9 – 1013.9 применяются.","При проведении процедуры аукциона / редукциона, запроса котировок, ценового запроса нормы п. 10.13.8 – 10.13.9 Положения не применяются."
Общая значимость всех подкритериев любого критерия оценки должна составлять 100%. Аналогичный подход применяется и при обобщении оценок заявок по подкритериям оценки.,Общая значимость всех критериев оценки должна составлять 100%. Аналогичный подход применяется и при обобщении оценок заявок по подкритериям оценки. Общая значимость всех подкритериев любого критерия оценки должна быть 100%.
"Анонсирование закупки, проведение конференции по разъяснению параметров предстоящей закупки, адресное приглашение на закупку, приглашение к закупке и приглашение в аукционе закупки, аукционирование закупки и анонсирование закупок, проведение презентации по закупке, проведение встречи по итогам закупки, по приглашению к закупке.","Анонсирование закупки, проведение конференции по разъяснению параметров предстоящей закупки, адресное приглашение"
"В ближайшее время до официального размещения извещения, документации о закупке заказчиком проводится анонсирование предстоящей закупки, которое является обязательным либо инициативным. Случаи обязательного осуществления анонсирования закупки устанавливаются в п. 10.14.12 Положения.","В целях повышения информированности рынка о предстоящей процедуре закупки, обеспечения гласности и прозрачности проводимой закупки, развития добросовестной конкуренции в любое время до официального размещения извещения, документации о закупке заказчиком (организатором закупки, специализированной организацией) проводится анонсирование предстоящей закупки, которое является обязательным либо инициативным. Случаи обязательного осуществления анонсирования закупки устанавливаются в п. 10.14.12 Положения."
"Анонсирование закупки не осуществляется, если планируется проведение закрытой закупки, если не планируется закрытая закупка, а анонирование закупки осуществляется не осуществляется.","Анонсирование закупки не осуществляется, если планируется проведение закрытой закупки.."
В анонсе анонса в обязательном порядке указывается следующее: В тексте анонса указываются следующее: Название анонса обязательно указывается на следующее:,В тексте анонса в обязательном порядке указывается следующее:
"Наименование и контактная информация заказчика (организатора закупки, специализированной организации), наименование заказчика и контактные данные заказчика, наименование, контактная информация организатора закупок (специализированной организации). Заказчик (организатор закупки), специализированная организация, организатор закупки и специализированная организация).","наименование и контактная информация заказчика (организатора закупки, специализированной организации);"
Предстоящая презентация предстоящей предстоящей выставки предстоящей премьеры предстоящей площадки. Предстоящее мероприятие станет одним из главных событий предстоящей кампании — подготовки к предстоящим выборам.,предмет предстоящей закупки;
"Объявление о закупке, планируемый период и источник официального размещения извещения, документации, документации о закупках, планируемые периоды, источник официального размещения документации и документации об закупке.","планируемый период и источник официального размещения извещения, документации о закупке;"
"Поставщики могут направлять информацию о своей заинтересованности в предстоящей закупке по контактному адресу заказчика (организатора закупки) и специализированной организации, а поставщики могут обращаться к заказчику (организатору закупки) в специализированную организацию.","информация о том, что поставщики могут направлять информацию о своей заинтересованности в предстоящей закупке по контактному адресу заказчика (организатора закупки) и специализированной организации;"
"Информация о том, что анонсированная закупка не является официальной документацией, документацией о закупке, не накладывает на заказчика никаких обязательств, в том числе обязательств по проведению анонсированной закупки.","информация о том, что публикация анонса не является официальном извещением, документацией о закупке и не накладывает на заказчика (организатора закупки), специализированную организацию никаких обязательств, в том числе обязательств по проведению анонсированной закупки;"
"Поставщик может ответить поставщику о заинтересованности в предстоящей закупке с указанием контактных данных (телефон, адрес электронной почты), а также формой ответа поставщика на заинтересованность в закупке.","форма ответа поставщика о заинтересованности в предстоящей закупке с указанием контактных данных (телефон, адрес электронной почты)."
"Текст анонса об анонсируемой закупке должен быть размещен заказчиком в свободном доступе на официальном сайте заказчика не позднее чем за 5 (пять) дней до официального размещения извещения, документации о закупке. Также допускается размещение текста анонса в любых иных средствах массовой информации.","Текст анонса должен быть размещен заказчиком (организатором закупки) или специализированной организацией (в случае ее привлечения) в свободном доступе на официальном сайте заказчика не позднее чем за 5 (пять) дней до официального размещения извещения, документации о закупке об анонсируемой закупке. Также допускается размещение текста анонса в любых иных средствах массовой информации."
"После анонсирования закупки не допускается создание преимущественных условий для каких-либо поставщиков. При проведении процедуры анонсирования покупки создание условий на закупку для как-либо поставщика допускается. Эксперты считают, что закупка может быть анонсирована не только для компаний, но и для поставщиков.",При проведении процедуры анонсирования закупки создание преимущественных условий для каких-либо поставщиков не допускается.
"В случае планирования проведения процедуры закупки в электронной форме текст анонса заказчика размещается на ЭТП, где планируется проводить процедуру закупки. Текст анонса размещается на официальном сайте заказчика.","В случае планирования проведения процедуры закупки в электронной форме текст анонса одновременно с размещением на официальном сайте заказчика размещается на ЭТП, где планируется проводить процедуру закупки."
"Заказчик (организатор закупки) или специализированная организация (в случае ее привлечения) вправе предусмотреть проведение конференции по разъяснению параметров предстоящей закупки, указав в анонсе информацию о месте, времени проведения, порядке посещения мероприятия лицами, изъявившими желание участвовать в такой конференции.","Дополнительно в тексте анонса заказчик (организатор закупки) или специализированная организация (в случае ее привлечения) вправе предусмотреть проведение конференции по разъяснению параметров предстоящей закупки, указав в анонсе информацию о месте, времени проведения, порядке посещения мероприятия лицами, изъявившими желание участвовать в такой конференции."
"Конференция о закупке может быть проведена в любой момент до официального размещения извещения, документации о покупке. В ходе конференции могут обсуждаться условия предстоящей закупки, требования к участникам закупки и субподрядчикам, условия договора и иные вопросы, связанные с закупкой.","Конференция может быть проведена в любой момент до официального размещения извещения, документации о закупке. В ходе конференции могут обсуждаться условия предстоящей закупки, в том числе требования к участникам закупки и субподрядчикам (соисполнителям), требования к продукции, условиям договора и иные вопросы, связанные с закупкой."
Плата за участие в конференции Международной торговой конференции в Лондоне не взимается. В конференции имеет право принять участие любой поставщик.,В конференции имеет право принять участие любой поставщик. Плата за участие в конференции не взимается.
"Заказчик (организатор закупки), специализированная организация (в случае ее привлечения) не обязаны учитывать предложения поставщиков, полученные в ходе проведения конференции или анонсирования закупки. Заказчик, организатор закупки, специализированная компания не обязана учитывать предложение поставщиков.","Заказчик (организатор закупки), специализированная организация (в случае ее привлечения) не обязаны учитывать предложения поставщиков, полученные в ходе проведения конференции или анонсирования закупки."
"Если в ходе анонсирования закупки будет получена информация, препятствующая проведению закупки или требующая дополнительного уточнения по существенным условиям предстоящей закупки, заказчик (организатор закупки) или специализированная организация обязаны разместить соответствующее информационное сообщение об этом в порядке, предусмотренном п. 10.14.4, 10.14.6 Положения.","Если в ходе анонсирования закупки и/или в ходе проведения конференции заказчиком (организатором закупки) или специализированной организацией (в случае ее привлечения) будет получена информация, препятствующая проведению закупки или требующая дополнительного уточнения по существенным условиям предстоящей закупки заказчик (организатор закупки) или специализированная организация обязаны разместить соответствующее информационное сообщение об этом в порядке, предусмотренном п. 10.14.4, 10.14.6 Положения."
"Анонсирование закупки является обязательным при проведении конкурентных способов закупки в случаях, предусмотренных п. 10.14.2 Положения. Анонсирование может быть обязательным, если конкурентные способы закупки пройдут конкурентными способами.","Анонсирование закупки является обязательным (кроме случаев, предусмотренных п. 10.14.2 Положения) при проведении конкурентных способов закупки в следующих случаях:"
"На проведение закупки, НМЦ которой составляет 50 000 000 рублей с НДС и более, может быть проведена закупка. НМЦ для закупки составляет более 50 000 000 руб. с НДС. НДС составляет около 50 000 000 000 рублей.","проведение закупки, НМЦ которой составляет 50 000 000 рублей с НДС и более;"
"Организация закупки инновационной и высокотехнологичной продукции и закупки высокотехнологичных и/или высокотехнологичных продукции, а также закупку высокотехнологичных высокотехнологичных товаров и инновационной продукции.",проведение закупки инновационной и/или высокотехнологичной продукции;
"Государственная закупка технологического оборудования для проведения закупки технолог оборудования (подраздел 19.22 Положения) и проведение закупки технологических оборудования. Эксперты считают, что закупка оборудования может быть связана с проведение закупок технолог оборудования.",проведение закупки технологического оборудования (подраздел 19.22 Положения).
"Заказчик (организатор закупки) или специализированная организация (в случае ее привлечения) приглашает поставщиков к участию в проводимой закупке в порядке и на условиях, предусмотренных п. 10.14.14 – 10.14.18 Положения.","В целях обеспечения гласности и прозрачности проводимой закупки, развития добросовестной конкуренции заказчик (организатор закупки) или специализированная организация (в случае ее привлечения) после официального размещения извещения, документации о закупке осуществляют адресное приглашение поставщиков к участию в проводимой закупки в порядке и на условиях, предусмотренных п. 10.14.14 – 10.14.18 Положения."
"Направление адресного приглашения к участию в закупке является обязательным в следующих случаях: адресное приглашение будет обязательным в следующем случае: адресный приглашение обязательным для участия в закупке, а также в случае, если приглашение не является адресным приглашением к участию. Направление приглашения обязательным в случаях, если заказчик не будет принимать участие в закупке.",Направление адресного приглашения к участию в закупке является обязательным в следующих случаях:
"НМЦ проведения закупки, НМЦ которой составляет 50 000 000 рублей с НДС и более. НМЦ для закупки может составить 50 000 000 руб. с НДС, а НМЦ — 50 000 000 000 руб с НДС.","проведения закупки, НМЦ которой составляет 50 000 000 рублей с НДС и более;"
"Организация закупки инновационной и высокотехнологичной продукции и закупки высокотехнологичных и/или высокотехнологичных продукции, а также закупку высокотехнологичных высокотехнологичных товаров и инновационной продукции.",проведение закупки инновационной и/или высокотехнологичной продукции;
"Положения, предусмотренные в случае, предусмотренных подп. 4.3(3) Положения, которые предусмотрены подп., а также требования к ним, в том числе и в случаях, если предусмотренные подп. Правила, принятые ранее, а не ранее.","в случаях, предусмотренных подп. 4.3(3) Положения;"
"проведение процедуры проведения проведения процедуры ведения процедур ведения процедуры по проведению процедуры по оказанию услуг для участников рынка недвижимости. Эксперты считают, что процедура может быть проведена не только для проведения процедур, но и для того, чтобы провести процедуру по ее проведению, а для ее проведения.",проведение повторной процедуры закупки;
"Проведение ПГН в случае, предусмотренном подплогом, предусмотренным подплогом (7) Положения, а также для проведения ПГН ПГН, предусмотренного подплогом 7) Положения. В случае, если ПГН предусмотрен подп (7) Положение, то проведение ПГН может быть проведено в ближайшее время.","проведение закупки ПГН в случае, предусмотренном подп. (7) Положения;"
"Корпорация Корпорации может поставить заказчику требуемую продукцию, в случае, предусмотренном подп. 10.14(8) Положения. Заказчик может найти у заказчика информацию о организациях Корпорации, способных поставить заказчикау продукцию.","наличие у заказчика информации об организациях Корпорации, способных поставить заказчику требуемую продукцию, в случае, предусмотренном подп. 10.14(8) Положения."
